time_ms,acc,accR,gyro,gyroR,roll,pitch,yaw,pressure,dp_hpa,state,event
2284,9.65,5.60,15.45,850.66,-0.4,-0.0,-174.8,1009.42,0.130,0,0
2327,9.65,3.62,14.36,420.75,-0.4,-0.0,-175.0,1009.44,0.020,0,0
2370,9.65,2.56,14.67,4.50,-0.4,-0.0,-175.0,1009.43,-0.010,0,0
2412,9.65,1.27,15.85,1.50,-0.4,-0.0,-175.0,1009.32,-0.110,0,0
2455,9.65,0.25,15.85,1.50,-0.3,-0.0,-174.9,1009.38,0.060,0,0
2497,9.65,0.01,15.85,1.50,-0.4,-0.0,-174.8,1009.36,-0.020,0,0
2539,9.64,0.01,16.75,2.39,-0.4,-0.0,-174.8,1009.36,0.000,0,0
2581,9.64,0.01,17.58,3.23,-0.4,-0.0,-174.7,1009.36,0.000,0,0
2623,9.84,0.20,73.60,59.24,0.9,-0.5,-174.8,1009.39,0.030,0,0
2667,10.88,1.24,1227.77,1213.41,3.5,4.2,-175.3,1009.38,-0.010,0,0
2711,12.67,3.03,2150.09,2135.73,1.5,4.3,-176.5,1009.41,0.030,0,0
2756,12.71,3.06,3905.07,3890.41,-0.2,1.7,-177.6,1009.33,-0.080,0,0
2800,12.29,3.06,3314.55,3889.22,-1.0,-6.6,-177.9,1009.41,0.080,0,0
2845,11.94,3.06,4095.75,4079.89,-4.3,-20.5,-176.6,1009.39,-0.020,0,0
2891,8.66,4.05,3166.53,4079.89,-1.4,-47.5,-174.6,1009.40,0.010,0,0
2936,8.78,4.05,873.02,4079.00,1.5,-64.9,-173.6,1009.41,0.010,0,0
2980,7.86,4.84,1487.49,4078.16,1.2,-76.5,-173.0,1009.34,-0.070,0,0
3026,7.61,5.10,1574.83,4022.15,4.0,-83.2,-171.4,1009.44,0.100,0,0
3071,7.08,5.62,817.05,3278.70,0.4,-87.3,-171.1,1009.36,-0.080,0,0
3115,6.42,6.28,547.40,3548.35,0.3,-88.0,-171.2,1009.35,-0.010,0,0
3160,5.80,6.90,108.59,3987.15,-0.2,-83.1,-171.1,1009.38,0.030,1,0
3205,4.29,8.01,1510.61,3987.15,-3.7,-84.1,-171.6,1009.42,0.040,1,0
3250,2.70,9.24,2935.83,3987.15,-2.1,-80.6,-173.2,1009.42,0.000,1,0
3295,1.21,7.56,3555.71,3447.12,-2.3,-77.7,-174.6,1009.30,-0.120,1,0
3340,2.25,7.56,4484.91,4376.32,80.6,-6.3,-174.9,1009.27,-0.030,2,0
3385,3.07,6.65,12678.93,12570.34,53.8,-9.9,-174.2,1009.38,0.110,2,0
3431,2.90,6.40,3990.87,12570.34,76.9,-12.9,-175.7,1009.48,0.100,2,0
5637,3.26,5.87,3016.08,12570.34,75.1,-13.4,-175.3,1009.37,-0.110,0,2
5682,2.09,5.21,58.25,12620.67,27.3,-20.8,-175.5,1009.34,-0.030,0,0
5727,6.08,4.87,17.10,12661.83,7.5,-1.8,-175.6,1009.43,0.090,0,0
5771,6.94,5.73,16.48,12662.45,3.3,-0.6,-175.5,1009.39,-0.040,0,0
5815,9.63,8.42,17.31,12662.45,-0.2,0.2,-175.5,1009.34,-0.050,0,0
5859,9.68,8.47,15.48,12663.45,-0.3,0.1,-175.2,1009.48,0.140,0,0
5902,9.67,7.59,15.06,12663.87,-0.5,-0.0,-175.5,1009.28,-0.200,0,0
5946,9.67,7.59,15.91,12663.87,-0.5,-0.0,-175.4,1009.28,0.000,0,0
5988,9.67,7.59,17.50,3975.81,-0.5,-0.0,-175.4,1009.33,0.050,0,0
6031,9.66,7.59,30.66,3001.02,0.0,0.2,-175.4,1009.40,0.070,0,0
6074,9.76,7.67,172.63,157.57,-2.6,1.6,-175.3,1009.29,-0.110,0,0
6118,10.33,4.25,675.25,660.19,-2.0,1.7,-175.4,1009.30,0.010,0,0
6162,11.54,4.60,1907.09,1892.03,-2.3,-1.4,-175.9,1009.43,0.130,0,0
6207,11.97,2.34,3487.07,3472.01,-2.3,-5.0,-176.8,1009.41,-0.020,0,0
6252,12.22,2.55,4353.69,4338.63,1.2,-13.7,-176.6,1009.33,-0.080,0,0
6297,11.13,2.55,3880.22,4338.63,3.0,-25.4,-175.9,1009.38,0.050,0,0
6342,9.37,2.85,1826.70,4337.77,7.5,-38.7,-174.5,1009.43,0.050,0,0
6387,8.73,3.48,1358.90,4336.18,9.0,-55.4,-173.4,1009.36,-0.070,0,0
6432,8.30,3.92,859.19,4323.03,9.5,-69.5,-172.7,1009.36,0.000,0,0
6477,8.38,3.92,397.00,4181.05,8.8,-75.8,-172.3,1009.39,0.030,0,0
6521,8.91,3.92,357.58,3996.11,6.3,-81.1,-172.3,1009.32,-0.070,0,0
6566,9.00,3.92,472.60,3996.11,6.5,-81.9,-172.1,1009.32,0.000,0,0
6611,8.98,3.92,369.37,3996.11,5.5,-83.4,-171.8,1009.41,0.090,0,0
6655,8.88,3.92,454.23,3996.11,4.2,-84.9,-171.6,1009.32,-0.090,0,0
6700,8.66,2.83,274.07,3606.15,3.5,-86.3,-171.6,1009.41,0.090,0,0
6745,8.57,1.07,277.19,1552.62,2.4,-87.6,-171.4,1009.35,-0.060,0,0
6790,8.16,0.84,248.60,1110.30,2.5,-86.8,-171.1,1009.37,0.020,0,0
6835,7.65,1.35,326.45,610.59,3.0,-84.8,-171.3,1009.31,-0.060,0,0
6880,6.23,2.77,568.82,320.22,2.3,-86.9,-171.3,1009.33,0.020,0,0
6925,4.13,4.87,1718.74,1470.14,2.9,-86.1,-172.2,1009.42,0.090,1,0
6970,2.37,6.63,2809.87,2561.27,2.8,-85.6,-173.9,1009.37,-0.050,1,0
7015,2.58,6.61,3040.12,2791.52,30.7,-56.8,-174.8,1009.42,0.050,1,0
7060,3.01,6.52,8171.10,7922.50,59.6,-26.3,-177.2,1009.35,-0.070,2,0
7105,3.60,6.29,2889.00,7922.50,5.8,-8.9,-176.6,1009.40,0.050,2,0
7150,1.70,6.87,8349.33,8100.73,27.9,-8.6,-175.1,1009.45,0.050,2,0
8578,3.02,6.46,4806.77,8100.73,-11.0,26.6,-176.2,1009.42,-0.030,0,2
8623,2.38,5.95,153.11,8196.22,-49.7,31.0,-175.2,1009.40,-0.020,0,0
8668,6.24,4.54,45.24,8304.08,3.5,3.8,-175.1,1009.36,-0.040,0,0
8712,6.72,5.02,13.94,8335.39,-0.9,1.2,-175.1,1009.43,0.070,0,0
8756,9.85,8.15,18.82,8335.39,-0.5,-0.5,-175.3,1009.40,-0.030,0,0
8800,9.69,8.15,13.51,8335.81,-0.4,-0.2,-175.3,1009.38,-0.020,0,0
8845,9.69,8.15,15.91,8335.81,-0.4,0.1,-175.2,1009.35,-0.030,0,0
8889,9.66,8.15,36.23,8335.81,-0.4,0.2,-175.2,1009.30,-0.050,0,0
8933,9.66,8.15,16.44,8335.81,-0.4,0.2,-175.1,1009.39,0.090,0,0
8977,9.65,7.47,78.71,4793.26,-0.5,0.2,-175.2,1009.44,0.050,0,0
9021,10.00,7.62,423.24,409.73,-0.3,1.6,-175.3,1009.45,0.010,0,0
9065,10.71,4.48,646.92,633.41,0.9,1.1,-175.7,1009.43,-0.020,0,0
9109,11.93,5.21,3287.42,3273.90,-0.7,-0.9,-177.2,1009.35,-0.080,0,0
9154,12.75,3.10,4657.69,4644.18,-0.6,-8.7,-177.6,1009.35,0.000,0,0
9198,13.73,4.07,3653.55,4644.18,-0.6,-21.5,-177.7,1009.36,0.010,0,0
9243,13.50,4.07,3431.40,4641.78,-1.5,-36.2,-176.0,1009.33,-0.030,0,0
9289,12.69,4.07,2796.81,4641.26,1.9,-51.6,-173.6,1009.42,0.090,0,0
9334,11.27,4.07,1424.75,4641.26,4.5,-64.0,-172.7,1009.37,-0.050,0,0
9379,8.97,4.76,778.89,4578.98,6.5,-77.4,-171.7,1009.42,0.050,0,0
9424,7.35,6.38,560.86,4234.45,7.5,-82.3,-171.5,1009.40,-0.020,0,0
9469,6.67,7.06,819.33,4096.83,2.8,-84.3,-171.7,1009.26,-0.140,0,0
9514,6.46,7.26,620.19,4096.83,-3.1,-81.9,-171.8,1009.36,0.100,0,0
9559,6.47,7.26,204.14,4453.55,-7.6,-80.1,-171.6,1009.35,-0.010,0,0
9604,5.78,7.95,146.89,3506.66,-11.8,-75.6,-171.7,1009.34,-0.010,1,0
9649,4.30,9.20,212.49,3284.51,-18.2,-66.7,-171.6,1009.39,0.050,1,0
9695,2.42,10.27,736.00,2649.92,-29.6,-45.7,-171.7,1009.35,-0.040,1,0
9740,1.18,10.09,1246.52,1277.86,-28.2,-14.4,-171.9,1009.41,0.060,2,0
9786,1.94,7.79,1773.24,1626.35,3.8,-85.7,-173.4,1009.37,-0.040,0,1
9831,6.83,6.17,1006.96,1626.35,8.7,-71.5,-175.2,1009.36,-0.010,0,0
9876,7.95,6.76,1211.76,1626.35,-9.4,-62.9,-175.5,1009.30,-0.060,0,0
9921,10.25,9.07,484.57,1626.35,-11.7,-66.7,-175.4,1009.42,0.120,0,0
9967,10.21,9.07,131.59,1641.65,-14.2,-67.5,-175.5,1009.37,-0.050,0,0
10013,8.13,9.07,265.60,1641.65,-21.8,-62.6,-175.4,1009.44,0.070,0,0
10058,9.69,9.07,383.04,1641.65,-3.2,-81.7,-175.2,1009.43,-0.010,1,0
10103,9.75,9.07,261.78,1641.65,-0.2,-82.4,-175.4,1009.39,-0.040,1,0
10148,9.77,9.07,211.87,1641.65,0.5,-83.4,-175.1,1009.43,0.040,1,0
10193,9.79,8.32,162.95,1641.65,0.1,-86.8,-175.2,1009.36,-0.070,1,0
10238,9.79,3.42,23.86,1187.90,0.0,-87.8,-175.3,1009.31,-0.050,1,0
10282,9.80,2.31,21.09,1190.68,0.1,-88.1,-175.1,1009.36,0.050,0,1
10325,9.79,2.12,23.52,463.48,0.0,-88.1,-175.1,1009.41,0.050,0,0
10369,9.78,2.09,41.05,361.95,0.0,-87.7,-175.0,1009.36,-0.050,0,0
10412,9.77,1.67,63.81,361.95,0.0,-87.4,-175.1,1009.48,0.120,0,0
10455,9.77,0.11,36.54,361.95,0.0,-87.4,-175.1,1009.39,-0.090,0,0
10499,9.77,0.05,22.48,240.69,0.0,-87.6,-175.1,1009.36,-0.030,0,0
10542,9.78,0.03,11.70,200.17,0.0,-87.9,-175.2,1009.55,0.190,0,0
10585,9.78,0.03,13.18,151.25,0.0,-87.8,-175.1,1009.36,-0.190,0,0
10629,9.78,0.03,20.76,52.10,0.0,-87.8,-175.2,1009.30,-0.060,0,0
10672,9.78,0.03,15.54,52.10,0.0,-87.7,-175.2,1009.37,0.070,0,0
10715,9.78,0.02,12.16,52.10,0.0,-87.6,-175.2,1009.29,-0.080,0,0
10759,9.78,0.01,61.23,52.10,0.5,-87.4,-175.3,1009.30,0.010,0,0
10803,10.28,0.51,768.79,757.08,-0.8,-88.8,-175.3,1009.38,0.080,0,0
10848,12.75,2.98,280.26,757.08,-2.3,-87.1,-174.7,1009.35,-0.030,0,0
10894,15.20,5.43,1026.20,1014.50,-3.1,-85.7,-173.1,1009.42,0.070,0,0
10939,15.28,5.50,1502.24,1490.54,-2.5,-86.0,-172.6,1009.31,-0.110,0,0
10985,13.14,5.50,1408.14,1490.09,0.4,-85.4,-172.0,1009.39,0.080,0,0
11030,8.26,7.01,1011.09,1490.09,5.9,-83.1,-172.1,1009.29,-0.100,1,0
11075,2.92,12.36,500.00,1490.09,27.0,-62.5,-172.4,1009.31,0.020,1,0
11120,1.61,13.67,350.27,1490.09,38.9,40.7,-172.2,1009.37,0.060,2,0
11166,3.01,13.67,1013.40,1441.01,10.3,69.1,-172.0,1009.39,0.020,0,1
11211,3.56,13.67,1659.42,1379.16,7.6,75.2,-172.0,1009.38,-0.010,0,0
11257,0.93,14.34,1740.75,1460.50,48.3,39.1,-172.8,1009.38,0.000,0,0
11302,4.39,14.34,1887.06,1536.79,26.2,-57.7,-175.1,1009.34,-0.040,0,0
11348,6.49,14.34,2280.46,1930.19,-1.4,-57.4,-175.2,1009.36,0.020,0,0
11394,9.19,12.20,130.46,2150.00,-3.8,-68.9,-175.2,1009.33,-0.030,0,0
11439,9.36,8.43,111.58,2168.88,-6.2,-71.7,-175.2,1009.33,0.000,0,0
11484,8.66,8.43,28.66,2251.80,-14.6,-70.2,-175.1,1009.38,0.050,0,0
11529,9.79,8.86,51.13,2251.80,-0.6,-88.9,-175.3,1009.45,0.070,1,0
11573,9.75,8.86,79.72,2251.80,0.0,-87.1,-175.0,1009.33,-0.120,1,0
11618,9.77,8.86,59.56,2251.80,0.1,-87.6,-175.1,1009.48,0.150,1,0
11662,9.77,8.86,80.68,2251.80,0.1,-88.0,-174.9,1009.31,-0.170,1,0
11706,9.77,5.40,53.53,2251.80,0.0,-88.7,-174.8,1009.38,0.070,1,0
11750,9.77,3.30,11.70,2268.76,0.0,-89.0,-175.0,1009.30,-0.080,0,1
11793,9.78,1.14,17.16,118.76,0.0,-89.1,-175.0,1009.25,-0.050,0,0
11837,9.78,1.14,17.00,99.88,0.0,-89.4,-175.0,1009.38,0.130,0,0
11881,9.80,1.14,75.35,68.98,0.1,-89.1,-174.9,1009.29,-0.090,0,0
11925,10.37,0.62,802.86,791.16,0.9,-89.0,-175.2,1009.41,0.120,0,0
11970,12.83,3.08,378.82,791.16,-1.4,-87.2,-174.4,1009.32,-0.090,0,0
12016,15.28,5.52,1109.20,1097.50,-1.8,-85.6,-173.0,1009.45,0.130,0,0
12061,15.97,6.20,1410.94,1399.24,-0.8,-84.5,-172.2,1009.36,-0.090,0,0
12107,13.17,6.20,1296.59,1399.24,1.0,-82.8,-171.6,1009.35,-0.010,0,0
12152,7.62,8.35,1216.16,1399.24,8.5,-79.7,-171.8,1009.43,0.080,1,0
12197,1.98,13.99,385.96,1393.94,49.8,-38.7,-172.0,1009.32,-0.110,2,0
12243,3.76,13.99,635.32,1393.94,24.5,57.9,-171.4,1009.26,-0.060,2,0
12289,4.39,13.99,1595.87,1520.51,16.8,65.7,-171.3,1009.31,0.050,0,1
12334,2.75,13.99,1927.99,1549.16,28.6,59.3,-172.0,1009.41,0.100,0,0
12380,2.81,13.99,1803.05,1549.16,38.6,-47.3,-174.0,1009.35,-0.060,0,0
12426,4.62,13.99,2296.10,1910.14,-30.6,-31.9,-175.2,1009.37,0.020,0,0
12472,6.70,13.99,453.99,1910.14,-25.1,-58.8,-175.2,1009.37,0.000,0,0
12517,8.11,11.19,722.78,1910.14,-24.6,-61.4,-175.2,1009.32,-0.050,0,0
12563,7.78,6.14,319.39,1976.70,-30.9,-56.5,-175.3,1009.37,0.050,0,0
12608,9.83,7.86,136.54,2159.55,-1.0,-89.0,-175.4,1009.27,-0.100,0,0
12653,9.68,7.08,224.61,2159.55,0.0,-82.4,-175.3,1009.42,0.150,0,0
12697,9.74,7.08,149.87,2159.55,0.5,-83.6,-175.3,1009.42,0.000,0,0
12742,9.75,7.08,118.86,2177.24,0.2,-85.3,-175.2,1009.33,-0.090,0,0
12786,9.78,7.02,99.59,2196.51,0.0,-86.6,-175.3,1009.41,0.080,0,0
12830,9.79,5.21,25.47,2270.62,0.1,-87.2,-175.2,1009.40,-0.010,0,0
12875,9.80,3.13,145.67,697.31,0.1,-87.6,-175.2,1009.46,0.060,0,0
12919,9.80,2.05,254.26,697.31,-0.1,-87.7,-175.3,1009.33,-0.130,0,0
12964,9.81,2.05,439.16,413.68,-0.1,-86.7,-175.3,1009.35,0.020,0,0
13009,10.07,0.39,812.63,787.16,4.5,-84.7,-175.6,1009.50,0.150,0,0
13054,10.74,1.06,4238.44,4212.97,8.4,-79.5,-175.6,1009.41,-0.090,1,0
13099,11.01,1.27,4866.66,4841.18,18.1,-70.8,-174.6,1009.48,0.070,1,0
13145,11.35,1.59,4462.19,4841.18,27.4,-62.5,-173.9,1009.36,-0.120,1,0
13191,12.19,2.41,2262.75,4841.18,31.7,-58.1,-174.6,1009.41,0.050,1,0
13236,11.78,2.39,3476.10,4841.18,39.2,-50.7,-176.3,1009.28,-0.130,1,0
13282,11.19,2.39,3632.84,4720.99,40.5,-49.1,-177.4,1009.26,-0.020,0,1
13329,9.81,2.39,3435.74,4612.40,41.6,-48.1,-179.2,1009.35,0.090,0,0
13374,7.70,4.48,2495.44,4427.50,43.0,-47.0,179.8,1009.32,-0.030,0,0
13420,6.70,5.49,1474.17,4054.03,37.8,-49.9,179.8,1009.35,0.030,0,0
13465,6.37,5.81,1409.35,3457.31,30.8,-50.5,179.5,1009.38,0.030,0,0
13511,6.89,5.81,1287.70,3578.95,25.3,-48.3,179.4,1009.43,0.050,0,0
13556,8.95,5.81,1085.13,3377.06,22.3,-36.4,179.0,1009.32,-0.110,0,0
13601,9.81,5.81,74.55,3558.29,26.7,-36.6,179.1,1009.40,0.080,0,0
13646,10.23,5.41,240.64,3558.29,25.4,-39.4,178.8,1009.34,-0.060,0,0
13691,11.02,4.81,72.89,3559.95,23.9,-41.6,178.9,1009.32,-0.020,0,0
13737,9.86,4.65,368.92,3362.85,24.2,-52.9,179.2,1009.37,0.050,0,0
13782,10.02,4.65,517.92,2422.56,17.6,-56.4,179.6,1009.43,0.060,0,0
13827,10.25,4.65,609.97,1401.28,17.0,-55.6,-180.0,1009.32,-0.110,0,0
13873,10.00,4.65,693.55,1336.46,15.5,-56.0,-179.5,1009.39,0.070,0,0
13919,9.69,4.13,865.45,1214.82,15.4,-57.4,-179.3,1009.32,-0.070,0,0
13964,9.22,2.07,579.64,1012.25,16.7,-60.8,-178.9,1009.34,0.020,0,0
14010,9.19,1.83,592.42,792.56,16.3,-62.9,-179.0,1009.38,0.040,0,0
14055,9.89,1.83,458.77,792.56,16.4,-60.5,-179.1,1009.41,0.030,0,0
14100,10.30,1.83,103.86,792.56,16.9,-59.8,-179.0,1009.27,-0.140,0,0
14145,10.78,1.59,270.73,761.58,14.6,-56.8,-179.1,1009.37,0.100,0,0
14190,10.52,1.59,555.43,761.58,13.7,-55.6,-178.8,1009.39,0.020,0,0
14236,9.69,1.59,610.05,761.58,13.2,-59.8,-178.5,1009.44,0.050,0,0
14281,9.43,1.59,521.68,761.58,12.3,-60.1,-178.1,1009.30,-0.140,0,0
14327,9.01,1.77,391.56,761.58,13.2,-60.6,-178.1,1009.36,0.060,0,0
14372,9.08,1.77,290.04,506.19,11.5,-62.0,-178.1,1009.39,0.030,0,0
14417,9.03,1.77,536.23,506.19,10.9,-64.8,-177.9,1009.33,-0.060,0,0
14462,8.84,1.94,556.63,506.19,7.8,-69.2,-177.8,1009.44,0.110,0,0
14507,8.84,1.94,152.69,506.19,4.1,-77.6,-177.8,1009.37,-0.070,0,0
14552,9.53,1.94,231.82,457.36,5.5,-80.6,-178.3,1009.36,-0.010,0,0
14597,9.83,1.68,122.92,487.13,5.1,-77.3,-178.4,1009.42,0.060,0,0
14642,10.23,1.39,173.93,487.13,7.5,-75.8,-178.9,1009.32,-0.100,0,0
14687,10.99,2.15,137.73,433.71,8.8,-71.2,-178.9,1009.40,0.080,0,0
14732,11.45,2.62,557.94,435.03,9.5,-70.0,-179.0,1009.33,-0.070,0,0
14777,12.04,3.20,741.28,618.36,11.2,-71.1,-179.0,1009.36,0.030,0,0
14823,12.09,3.25,397.08,618.36,10.0,-72.2,-179.1,1009.30,-0.060,0,0
14868,12.25,3.41,317.33,618.36,8.4,-76.8,-178.7,1009.42,0.120,0,0
14913,12.98,4.14,599.00,618.36,6.2,-81.5,-178.5,1009.38,-0.040,0,0
14958,14.04,4.52,367.57,618.36,5.2,-84.0,-177.7,1009.45,0.070,0,0
15003,14.22,4.39,301.77,618.36,4.7,-85.2,-176.9,1009.44,-0.010,0,0
15048,13.62,3.99,360.65,603.55,6.6,-83.1,-176.2,1009.43,-0.010,0,0
15093,12.00,3.23,424.91,603.55,7.9,-81.5,-175.7,1009.45,0.020,0,0
15139,10.12,4.10,263.57,477.71,7.5,-81.9,-175.1,1009.33,-0.120,0,0
15184,9.23,4.99,377.26,477.71,7.8,-81.0,-175.0,1009.43,0.100,0,0
15228,7.88,6.34,372.35,335.42,5.4,-82.8,-174.6,1009.37,-0.060,0,0
15273,6.74,7.49,230.23,368.77,4.5,-84.4,-174.4,1009.22,-0.150,0,0
15318,6.09,8.13,138.63,460.36,3.2,-86.0,-174.4,1009.34,0.120,0,0
15363,6.01,8.21,412.97,286.27,3.7,-85.8,-174.5,1009.38,0.040,0,0
15408,6.71,8.21,555.66,417.02,5.8,-84.0,-174.9,1009.33,-0.050,0,0
15453,7.40,7.61,545.74,417.02,4.5,-84.0,-175.1,1009.35,0.020,0,0
15497,8.18,5.99,364.03,417.02,4.3,-82.3,-175.2,1009.38,0.030,0,0
15542,8.82,4.10,71.27,484.39,3.4,-82.2,-175.3,1009.34,-0.040,0,0
15587,9.16,3.21,83.45,484.39,3.0,-82.4,-175.3,1009.31,-0.030,0,0
15632,9.30,3.28,68.27,487.39,3.6,-81.4,-175.4,1009.43,0.120,0,0
15676,8.95,3.28,58.73,496.93,4.1,-81.5,-175.3,1009.33,-0.100,0,0
15721,8.44,3.28,87.00,496.93,4.3,-81.0,-175.2,1009.38,0.050,0,0
15766,7.91,3.28,198.43,496.93,4.9,-77.9,-175.2,1009.27,-0.110,0,0
15811,6.71,2.59,351.95,496.93,7.5,-75.2,-175.1,1009.30,0.030,0,0
15856,5.18,4.12,686.90,628.17,8.7,-72.0,-175.1,1009.38,0.080,1,0
15901,3.27,6.03,265.97,628.17,9.5,-76.1,-175.3,1009.31,-0.070,1,0
15946,2.27,7.03,508.58,628.17,-2.2,-86.7,-175.4,1009.40,0.090,1,0
15990,4.09,7.03,1097.44,1038.71,-1.9,-87.7,-176.0,1009.38,-0.020,1,0
16036,7.62,7.03,484.79,1038.71,-0.7,-85.5,-176.1,1009.56,0.180,1,0
16081,10.92,8.65,528.16,1038.71,0.2,-89.4,-177.4,1009.48,-0.080,0,1
16126,13.90,11.63,330.95,1010.44,5.1,-84.8,-178.9,1009.42,-0.060,0,0
16171,14.69,12.42,698.81,899.01,5.7,-84.2,179.4,1009.48,0.060,0,0
16216,14.84,12.57,958.04,831.47,6.3,-82.7,178.8,1009.42,-0.060,0,0
16262,14.92,12.65,920.37,831.47,9.2,-77.9,178.7,1009.44,0.020,0,0
16307,13.29,12.65,1801.36,1535.39,6.3,-78.5,-179.7,1009.35,-0.090,0,0
16353,12.62,12.65,1166.68,1470.41,10.2,-75.0,-178.9,1009.41,0.060,0,0
16399,10.58,10.83,684.77,1470.41,13.1,-74.2,-178.8,1009.47,0.060,0,0
16444,8.61,7.30,543.51,1470.41,11.0,-78.0,-178.9,1009.36,-0.110,0,0
16490,8.78,6.31,279.67,1521.69,14.8,-73.8,-179.2,1009.50,0.140,0,0
16535,8.25,6.67,281.23,1521.69,10.1,-77.2,-179.1,1009.46,-0.040,0,0
16580,8.86,6.67,154.43,1646.93,9.2,-77.2,-179.0,1009.41,-0.050,0,0
16625,9.87,6.67,119.66,1681.70,10.6,-76.0,-179.1,1009.41,0.000,0,0
